,shortcode,date,hashtags,caption,locationid,lat,lng,age,ethnicity,gender,duration,movement,weight,comments,reps
419,Bpn4hJSnR_X,2018-11-01 03-56-02,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,Front cable raise are one of the great variations to target your front deltstrapezius muscles rhomboidus major minor And also your latissimus dorsi See one thing here I want to clear that your body works as a unit So u cannot isolate the parts See when youll see the anatomy your rotator cuff has so many insertions So everytime you train you shoulders Your other muscles whose insertions are are on rotator cuff or on the glenohumeral joint will also contract Say your pectoralis major your bicep brachii tricepsyour elbow extensors So I am not saying that isolation is bad but put a habit to see the body as a whole unit train accordingly✌️,UNK,UNK,UNK,0,UNK,UNK,37.33,UNK,-1,UNK,
420,BqoQ0j3hCkz,2018-11-26 03-53-24,client;PB;PR;PT;personaltrainer,my client leggatt totally just smashed her Max by 10kgs Now her PB is a clean 90kg Deadlift So proud of you girl,245999312,-35.1188028316,147.3443520069,0,UNK,UNK,46.76,UNK,-1,UNK,
421,ByKSYo4APc_,2019-06-01 08-39-15,,Heaviest deadlift since I hurt my hip in January 🙌🏽❤ 260 x1 🎉💕 matched my last PR 🥰 pandaaaaa is a real one for recording when I refuse and am too lazy to free up space on my phone 😋 lol,UNK,UNK,UNK,0,UNK,UNK,8.81,UNK,-1,UNK,
422,BW1zYrogO1j,2017-07-22 07-35-41,pridegymapparel;highprotein;strong;cutting;gym;gymselfie;lifting;weights;heavylifting;hiit;hiitworkout;healthy;weightloss;weightlossjourney;weightlifting;lowcarb;bodybuilding;sixpackabs;musclebuilding;abs;fullbodyworkout;gymrat;newbalance;tattoos;tatts;eatclean;eatcleantraindirty;cleaneating;intermittentfasting;fasting,Sat in the car park ready to go into work but the rain is to bad so Im just going to sit here and drink my BCAAS,1030482401,53.885007,-1.259851,0,UNK,UNK,0.0,UNK,-1,UNK,
423,BzkvrxWnhHH,2019-07-06 11-47-06,trxblackranks;trxfitfamday;givetogrow;trxblackrankseffect;trxworkout;suspensiontraining;suspensiontrainer;trxvideo;trxvideos;trxcore;functionaltraining;functionalfitness;bodyweighttraining;bodyweightworkout;fullbodyworkout;cardioworkout;coreworkout;coreexercises;corestrength;welovetrxvideos,repost via from Give these TRX moves a try And HAPPY FOURTH OF JULY 🇺🇸🇺🇸🇺🇸 Perform each move on each side for 3045sec rest 15 sec btwn moves ▪️Power Pull with Twist S ▪️Side Plank to Crunch MC ▪️Lunge with Knee Drive MC ▪️Hip Hinge Roll Out F X 34 sets,UNK,UNK,UNK,0,UNK,UNK,59.099,UNK,-1,UNK,
424,BtQlK_MAbn3,2019-01-30 12-53-51,,Squat machine or barbell❓ 💪💪💪 Does the argument apply here when free weights engages more muscles and the machine isolates them Result barbell strength machine targeted muscle growth,277524138,37.65,126.8,0,UNK,UNK,15.07,UNK,-1,UNK,
425,BrNMcBsAiJq,2018-12-10 12-09-01,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;squats;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Big shout out to for her squatting earlier 🙌🏋️‍♀️ A while back we set the goal 🎯 of hitting a 100 kg Squat and today was the day she achieved that goal ✔️🔥 Thats a huge milestone to hit awesome job Ruth 💪🎉🎊,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,7.92,UNK,-1,UNK,
426,Bxjx22IH5pA,2019-05-17 09-44-21,melbourne;bodybuilding;strong;powerlifting;shredding;bulking;deadlift;bench;squat;legday;backday;chestday;abs;shredded;quads;ifbb;chest;workout;fitspo;fitness;motivation;shred;benchpress;fitfam;followforfollow,Not the prettiest buuut fuck they cook my legs 🙏🙏,1987326174923317,-37.90046,145.13768,0,UNK,UNK,34.81,UNK,-1,UNK,
427,BzG2q9_BO66,2019-06-24 21-22-41,pinoaded;latpulldowns;bringbackmywings;hangry;empire;lats;backday,PIN LOADED MACHINES Do you think you’re too good for them I utilise pin loaded machines all the time with my clients and myself Why Well there is usually no room for error in terms of keeping you stabilized Injuries are a pain in the ass but we can always work around them Also have you ever tried actually doing the exercise with correct technique and form on any machine but especially a pin loaded Lat pulldowns give you wings,245999312,-35.1188028316,147.3443520069,0,UNK,UNK,10.16,UNK,-1,UNK,
428,BzGWsFMBAOp,2019-06-24 16-32-45,Southpawboxing;Boxing;Boxingyyc;Calgary;YYC;Cardio;FitFam;FitFluential;Fitness;FitnessAddict;FitnessMotivation;Gym;GymLife;GymTime;Legday;LiftHeavy;NoPainNoGain;PersonalTrainer;Physiquefreak;Squats;Sweat;WeightLifting;Weights;Workout;Movenourishbelieve;loveyourself;strengthandhonor;instavid,,1023784952,50.9608403594,-113.9662285112,0,UNK,UNK,24.22,UNK,-1,UNK,
429,BnV1camgyC_,2018-09-05 10-31-56,personaltraining;befitbycosta;boxercise;fitness;fitnessmotivation;fitnessjourney;friendsworkout;peterborough,Great boxing class with great people👍💪🥊,227561342,52.5833,-0.25,0,UNK,UNK,17.09,UNK,-1,UNK,
430,Bo5AGPtgB4V,2018-10-13 22-51-30,biceps;triceps;delts;compprep;gains;offseasongains;bulking;bodybuilding;msphysique;figureextreme,Curls Bi’s tri’s and delts 💪🏾💪🏾💪🏾 getting a Sunday pump on,UNK,UNK,UNK,0,UNK,UNK,21.45,UNK,-1,UNK,
431,BrtynrnngMy,2018-12-23 03-57-12,worldgym;brisbaneworldgym;bodybuilding;strong;powerlifting;shredding;bulking;deadlift;bench;squat;legday;backday;chestday;abs;shredded;quads;ifbb;chest;workout;fitspo;fitness;motivation;shred;benchpress;fitfam;followforfollow,Been a couple heavy days since kicking off the Christmas holiday,311773863,-27.52782,153.01546,0,UNK,UNK,30.33,UNK,-1,UNK,
432,Bui-vxrF0bq,2019-03-03 12-48-30,,Wanted Wrist therapy advice 🖐 Building from 0 again banged up my wrist from lifting so gone down in weight to regain formcontrol,214424288,22.2826,114.158,0,UNK,UNK,17.47,UNK,-1,UNK,
433,ByR5c3RB92R,2019-06-04 07-37-38,deadlift;rackdeads;train;lift,Deadlift by yourself when all else fails,245999312,-35.1188028316,147.3443520069,0,UNK,UNK,15.639000000000001,UNK,-1,UNK,
434,BkrdRdMAPii,2018-07-01 06-31-40,buildabetterpeachforher;peach;squat;asstograss;safetybar;chopsuey,When gives me the chop chop before I sQwaaaarttttt 70kgs for some light reps buildabetterpeachforher peach squat asstograss safetybar chopsuey play time with lyons,UNK,UNK,UNK,0,UNK,UNK,52.358999999999995,UNK,-1,UNK,
435,BvU-L-6FLZt,2019-03-22 22-41-35,,Arm pump and quickly becoming 1 of my favourites 1️⃣Bicep Curl 8 reps with each arm Then straight to ⬇️ 2️⃣Hammer Curl 8 reps with each arm Rest and Repeat for 4 sets Make sure to choose the correct weight form overrules so lower your weight and you’ll be surprised with the pumpburn 🔥 you get,745256841,37.5689,126.977,0,UNK,UNK,26.45,UNK,-1,UNK,
436,BkQbYgkg4wj,2018-06-20 18-35-08,personaltraining;befitbycosta;HIIT;burpees;fitnessmotivation;fitnessjourney,Push yourself because no one else is going to do it for you 💪💪💪except Costa😂😂💪👍,227561342,52.5833,-0.25,0,UNK,UNK,60.0,UNK,-1,UNK,
437,Bwlkf-vn0pz,2019-04-23 05-55-19,powerlifting;sumodeadlift;ruccisgym;loadedlifting;ivanko;squats;sbd;addidas;exercise;lifting;lightweight;easy;fitness;fit;anytimefitness;lifestyle;echtapparel;benchpress;quads;smallcalves;deadlift;motivation;personaltrainer,Deads to finish up this deload 1825kg for ez pz 3 reps,249703460,-31.86515,115.89625,0,UNK,UNK,8.93,UNK,-1,UNK,
438,BkMSx2TFQq3,2018-06-19 04-04-46,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;hamstrings;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;hamstringworkout;legsworkout;passion;courage;obsession;innerbeastclothingambassador,Alternate leg hamstring curls are great exercise for your hams your glute activation,1017380593,22.3304806,73.2350082,0,UNK,UNK,35.61,UNK,-1,UNK,
439,BqexGzCj4ZX,2018-11-22 11-21-46,motivation;fitnessmotivation;fitspo;fitspiration;fitness;fitnesslife;fitnesscoach;gymapparel;gymwear;weighttraining;weights;weightlifting;weightliftingjourney;liftingheavy;liftinglarge;liftheavy;weightliftinglife;lifting;justlift;liftlife;instalift;doyouevenlift;guyswholift;beastmode;gym;gymlife;bodybuilding;trainhard,Take me climbing and I do backflips 😂😂😂,1027695722,53.8033932441,-1.5795905806,0,UNK,UNK,3.11,UNK,-1,UNK,
440,BjHtCUzB0Yh,2018-05-23 12-44-00,deadlifts;heavyworkout;havingfun;strong;weightlifting;personaltrainer;befitbycosta,My first 200 kg Small step for humanity huge step for me 😂💪👍🌔,227561342,52.5833,-0.25,0,UNK,UNK,18.0,UNK,-1,UNK,
441,BvtB48Zntnn,2019-04-01 06-55-17,melbourne;bodybuilding;strong;powerlifting;shredding;bulking;deadlift;bench;squat;legday;backday;chestday;abs;shredded;quads;ifbb;chest;workout;fitspo;fitness;motivation;shred;benchpress;fitfam;followforfollow,Always a heaps good time hitting a heavy leg session with the 🐐,1987326174923317,-37.90046,145.13768,0,UNK,UNK,41.1,UNK,-1,UNK,
442,Brw5wP5A9Rv,2018-12-24 08-56-16,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;chinup;weightedchinups;pullupmate;strength;strong;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Weve been doing a lot of work on building up Rosss Chin Ups recently 💪 As a wee Christmas bonus 🎅🎄 we tested 📋 his 1 rep max on the Weighted Chin Ups this morning He smashed it hitting BW 175 kg 🙌🔥 Even more impressive is the fact this is the first time he has done the weighted 🏋️ variant of the movement This PB definitely wont be lasting long 📈 Brilliant job,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,6.17,UNK,-1,UNK,
443,Bwb_2dCAdO0,2019-04-19 12-43-48,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;benchpress;strength;strong;powerlifting;powerliftingmotivation;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,gallagher87 officially back to full strength on the Bench Press now 100 kg x 5 Equal PB 💪 Bit of Michael Bay dramatic golden lighting in the background 😬🔦☀️,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,14.56,UNK,-1,UNK,
444,BjRgwhtFCUS,2018-05-27 08-09-27,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;deadlift;instamuscle,3 clap pushups are my favourite ones🔥,UNK,UNK,UNK,0,UNK,UNK,32.0,UNK,-1,UNK,
445,BkKpJXOnJ6G,2018-06-18 12-51-01,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitfam;fitlife;instafit;instafitness;weights;weighttraining;squats;strength;strong;strongisnotasize;girlswholift;conditioning;cardio;rowing;running;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Some of the conditioning from last weeks workouts 🏃🏃‍♀️ There were some tough challenges in there that definitely got the hearts pumping ♥️ lunges working 🌬️ and sweat flowing 💦 As always everyone was up to the challenge and put in a great performance 🙌💪,1441672392612341,55.8551881117,-4.2748044128,0,UNK,UNK,28.07,UNK,-1,UNK,
446,BtQ9EMIACPL,2019-01-30 16-14-17,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;squats;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Tuesday night Squats 🏋️‍♀️🏋️ Some very impressive lifting good tekkers on display👌💪 Another great session in the books by the team 🙌📈,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,17.87,UNK,-1,UNK,
447,By27GdSAnoP,2019-06-18 16-42-27,pilatesstick;armworkouts;sculpting;arms;pilatesbody;pilateslovers;fitnessblogger;instacalifornia;pilatesreformer;healingwithpilates;sfliving;sflife;igsanfrancisco;sanfran;sffitness;pilatesgirl;sfgirl;sfblogger;bayareablogger;pilateseveryday;ilovesf;ilovepilates;pilatesforlife,Holding a lunge position while strengthening the arms chest back,2206350406270948,37.79997,-122.44082,0,UNK,UNK,6.23,UNK,-1,UNK,
448,BzJGRVBh_hR,2019-06-25 18-07-17,Southpawboxing;Boxing;Boxingyyc;Calgary;YYC;Cardio;FitFam;FitFluential;Fitness;FitnessAddict;FitnessMotivation;GetStrong;GirlsWhoLift;GymLife;pushup;LiftHeavy;NoPainNoGain;PersonalTrainer;Squats;Sweat;WeightLifting;Weights;Workout;Movenourishbelieve;loveyourself;strengthandhonor;instavid,8 minutes of pushups here we come,1023784952,50.9608403594,-113.9662285112,0,UNK,UNK,28.31,UNK,-1,UNK,
449,BweuyZ7A4K-,2019-04-20 14-12-44,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;coretraining;core;coreworkout;abs;absworkout;abtraining;strength;strong;girlswholift;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Gotta get that core work in 🏋️‍♀️🏋️ A strong core is important for any kind of training or physical endeavour 💪 Spinning around in circles not quite so important look away know if you get dizzy easily 😬🤢😵,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,20.0,UNK,-1,UNK,
450,B0cGzWohGlz,2019-07-27 23-50-01,back;latpulldown;pulldowns;train;bodybuilding;pt;personaltrainer;EHF;JO;JC,Straight arm cable rope pull down ✨ One of my staples for back day when my shoulder is injured Allows me to have a close grip range to work my lats when a wide grip overhead puts my shoulder into an impinging position,245999312,-35.1188028316,147.3443520069,0,UNK,UNK,26.9,UNK,-1,UNK,
451,BrkxRW8A1md,2018-12-19 16-01-36,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;benchpress;chinup;weightedchinups;pullupmate;powerlifting;strength;strong;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,A wee Christmas treat 🎁🎄🎅 for gemmell some 1 rep max testing 💪😬 Ryans still only been training less than a year but has come on leaps and bounds 🏋️‍♂️📈 Following on from the recent post we made about the progress ☝️ he has made on his Squats he capped off the year with the following ⭐ Bench Press 85 kg 🔹10 kg more than he has ever had in his hands before ⭐ Chin Up bodyweight 25 kg 🔹Huge PB here and no easy feat to accomplish Nice one Ryan smashed it 🙌🔥,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,12.2,UNK,-1,UNK,
452,Bs0shE0gJaS,2019-01-19 16-50-45,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;benchpress;powerlifting;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,There was some tasty benching at Bootcamp this morning 👌🔥 Great way to get the weekend off to a strong start 💪🎉,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,13.8,UNK,-1,UNK,
453,Beh4yaSnGqE,2018-01-29 10-10-28,highprotein;strong;cutting;gym;gymselfie;lifting;weights;heavylifting;hiit;hiitworkout;healthy;weightloss;weightlossjourney;weightlifting;lowcarb;bodybuilding;sixpackabs;musclebuilding;abs;fullbodyworkout;gymrat;newbalance;tattoos;tatts;eatclean;eatcleantraindirty;cleaneating;intermittentfasting;fasting;myyellowgym,5 sets of this bastard is enough to kill me off,1045775898900388,53.80351,-1.5799399,0,UNK,UNK,20.0,UNK,-1,UNK,
454,BxZVBIyhnq-,2019-05-13 08-22-50,empowering;trainthemindandthebodywillfollow;abs;average;fit;healthy;acceptance,This time last year I was about to compete and I had a full six pack for the first time in my life Was it cool Yeah I thought so Now I look like this Do I have body issues Yeah I still give a fuck about my bodybut what I am training harder is my thoughts not my muscles,245999312,-35.1188028316,147.3443520069,0,UNK,UNK,7.33,UNK,-1,UNK,
455,ByJx_WWhWmy,2019-06-01 04-01-40,benchpress;chest;acefitness;acefamily;personaltrainer;gains;muscles;girlswholift;girlswithmuscle;strongwomen;girlswhoworkout;fitlife;fitfam;fit;strong;fitnessjourney;fitness;fitgirls;spartangirl;exercise;workout;girlpower;girlgains;fitnotskinny;fitwomen;bodybuilding;womenwholift;girlpower;lifting,benchpress ✊ I lowered my weight so that I can really concentrate on my form 👌 slight arch in my back glutes firmly on the bench retracted scapula squeezing shoulder blades together STRAIGHT wrists NOT bent backwards elbows TUCKED to at least a 45 degree angle bringing the bar down to my sternumnipple area slow and controlled NOT bouncing the bar off my,213174853,42.21774,-73.86422,0,UNK,UNK,58.998999999999995,UNK,-1,UNK,
